Date_time,Time,Air Temp,Max Air Temp,Min Air Temp,Relative Humidity,Rainfall,Scalar mean hr. wind speed,Mean hr. wind speed,Average wind direction,Sd ** wind direction,Barometric pressure,Solar Rad***,Max solar Rad***,Min solar Rad***,Sd** solar Rad***,Average ps* active Rad***,Max ps* active Rad***,Min ps* active Rad***,Std** ps* active Rad***,Leaf WT Dry,Leaf WT Wet,Leaf WT Cont
02/05/2020 23:45,23:45,19.3,19.36,19.23,95.7,0,1.462,1.42,317.2,13.13,898.8098,0,0,0,0,0.044,0.234,0,0.047,0,15,0
02/05/2020 23:30,23:30,19.18,19.28,19.06,95.6,0,1.462,1.429,321.4,11.85,898.7691,0,0,0,0,0.04,0.234,0,0.046,0,15,0
02/05/2020 23:15,23:15,19.11,19.19,19.01,95.5,0,0.816,0.808,308.1,5.96,898.6497,0,0,0,0,0.041,0.167,0,0.045,0,15,0
02/05/2020 23:00,23:00,19.02,19.11,18.91,95.3,0,0.239,0.235,301.2,3.22,898.7264,0,0,0,0,0.043,0.234,0,0.046,0,15,0
02/05/2020 22:45,22:45,19.07,19.18,18.94,95.3,0,0,0,0,0,898.8821,0,0,0,0,0.045,0.201,0,0.048,0,15,0
02/05/2020 22:30,22:30,19.19,19.24,19.14,95.5,0,0.001,0.001,349.2,0,898.9266,0,0,0,0,0.04,0.201,0,0.046,0,15,0
02/05/2020 22:15,22:15,19.25,19.34,19.14,95.5,0,0,0,0,0,898.8848,0,0,0,0,0.039,0.201,0,0.046,0,15,0
02/05/2020 22:00,22:00,19.39,19.49,19.29,95.5,0,0.018,0.018,302.5,0.01,898.9646,0,0,0,0,0.044,0.268,0,0.047,0,15,0
02/05/2020 21:45,21:45,19.6,19.68,19.46,95.5,0,0.164,0.161,353.2,5.65,898.9622,0,0,0,0,0.042,0.234,0,0.046,0,15,0
02/05/2020 21:30,21:30,19.67,19.71,19.63,95.4,0,0.518,0.503,333.6,10.48,898.6025,0,0,0,0,0.045,0.234,0,0.047,0,15,0
02/05/2020 21:15,21:15,19.47,19.68,19.14,95,0,0.629,0.604,342.3,13.37,898.0381,0.07,0.38,0,0.12,0.043,0.234,0,0.048,0,15,0
02/05/2020 21:00,21:00,19.26,19.39,19.16,94.1,0,0.238,0.231,326.4,5.59,897.9189,0,0,0,0,0.042,0.201,0,0.046,0,15,0
02/05/2020 20:45,20:45,19.42,19.51,19.34,94.1,0,0.046,0.046,184.8,1.58,897.8728,0,0,0,0,0.042,0.201,0,0.045,0,15,0
02/05/2020 20:30,20:30,19.41,19.48,19.34,94.3,0,0.07,0.07,193.6,1.61,897.6318,0,0,0,0,0.04,0.167,0,0.043,0,15,0
02/05/2020 20:15,20:15,19.47,19.63,19.38,93.9,0,0,0,0,0,897.4257,0,0,0,0,0.045,0.201,0,0.046,0,15,0
02/05/2020 20:00,20:00,19.64,19.73,19.59,94,0,0.438,0.43,195.1,8.53,897.2971,0,0,0,0,0.039,0.201,0,0.045,0,15,0
02/05/2020 19:45,19:45,19.61,19.73,19.52,93.5,0,0.204,0.203,245.5,2.86,897.1749,0,0,0,0,0.037,0.234,0,0.047,0,15,0
02/05/2020 19:30,19:30,19.76,19.89,19.61,92.3,0,0.08,0.076,134.2,2.92,897.1691,0,0,0,0,0.044,0.234,0,0.049,0,15,0
02/05/2020 19:15,19:15,19.96,20.08,19.86,91.7,0,0.279,0.239,97.6,18.53,896.8456,0,0,0,0,0.044,0.268,0,0.05,0,15,0
02/05/2020 19:00,19:00,20.14,20.18,20.06,92.8,0,0.166,0.161,45.07,8.28,896.7643,0,0,0,0,0.04,0.167,0,0.043,7.2,0.5,7.3
02/05/2020 18:45,18:45,20.22,20.35,20.14,92.6,0,0.235,0.234,93.5,4.81,896.5586,0,0,0,0,0.043,0.234,0,0.047,15,0,0
02/05/2020 18:30,18:30,20.4,20.45,20.31,92.8,0,0.23,0.22,107.6,6.16,896.3972,0,0,0,0,0.047,0.201,0,0.048,15,0,0
02/05/2020 18:15,18:15,20.44,20.48,20.39,92.7,0,0.924,0.806,142.9,14.54,896.3112,0,0,0,0,0.053,0.268,0,0.051,15,0,0
02/05/2020 18:00,18:00,20.55,20.63,20.45,92,0,0.729,0.678,174.6,16.96,896.27,0,0.09,0,0.01,0.613,1.875,0,0.52,15,0,0
02/05/2020 17:45,17:45,20.75,21.01,20.58,89,0,1.028,0.975,163.2,14.9,896.0623,1.52,4.16,0.14,1.06,7.069,15.1,1.842,4.182,15,0,0
02/05/2020 17:30,17:30,21.26,21.48,21,85.5,0,0.522,0.5,147.3,12.8,895.8118,8.34,11.62,4.2,2.04,23.5,31.48,15.24,4.499,15,0,0
02/05/2020 17:15,17:15,21.59,21.78,21.47,84,0,0.529,0.505,236.1,10.92,895.8506,16.7,21.44,11.67,3.38,39.55,46.71,31.58,4.52,15,0,0
02/05/2020 17:00,17:00,21.97,22.05,21.77,82.5,0,0.684,0.64,225,16.41,895.7626,27.81,36.6,21.49,3.82,57.79,71.26,46.75,6.462,15,0,0
02/05/2020 16:45,16:45,21.94,22.05,21.82,82.8,0,1.147,1.044,223.3,22.27,895.8391,44.16,54.08,36.79,3.86,82.8,95.5,71.46,5.983,15,0,0
02/05/2020 16:30,16:30,22.17,22.38,21.9,81.1,0,1.107,1.071,226.6,14.05,895.6696,64.14,72.69,54.08,6.69,110.7,120.8,96,8.44,15,0,0
02/05/2020 16:15,16:15,22.22,22.37,22.15,81.2,0,1.177,1.141,228.6,13.57,895.582,75.1,86.1,71.22,4.08,118.8,133.8,116.9,3.096,15,0,0
02/05/2020 16:00,16:00,22.52,22.65,22.35,80.7,0,1.15,1.119,230.3,12.99,895.5728,82.1,99.8,71.55,9.71,134.5,157.2,120.9,10.07,15,0,0
02/05/2020 15:45,15:45,22.44,22.6,22.21,81.4,0,1.507,1.456,227.9,14.84,896.2072,223.8,401.3,99.6,96.9,194.2,363.9,149.8,51.12,15,0,0
02/05/2020 15:30,15:30,23.16,24.58,22.21,79.22,0,1.751,1.707,228.9,12.08,897.1715,174.3,400.6,100.3,87.9,268.9,592.2,159.6,128,15,0,0
02/05/2020 15:15,15:15,24.08,24.59,23.61,75.73,0,0.746,0.627,190.9,24.01,897.3685,402,599.4,149.3,147.4,603.6,921,253.2,203,15,0,0
02/05/2020 15:00,15:00,25.15,25.75,24.33,71.15,0,1.328,1.202,160.2,22.3,897.4927,422.9,747,145.6,247,645.5,1115,242.5,357.8,15,0,0
02/05/2020 14:45,14:45,25.11,25.52,24.63,69.97,0,0.652,0.581,146.1,24.61,897.54,398,767.4,200,164.3,603.8,1126,320.9,234.1,15,0,0
02/05/2020 14:30,14:30,24.37,24.65,24.01,72.42,0,0.58,0.425,159.1,36.89,897.6672,376,489,246.2,63.08,577.4,746.2,388.4,89.6,15,0,0
02/05/2020 14:15,14:15,24.11,24.26,23.93,73.41,0,0.702,0.569,175.1,24.69,897.8743,433.1,507.8,339.1,31.53,670.7,777.5,516.3,45.33,15,0,0
02/05/2020 14:00,14:00,23.8,24.23,23.16,77.24,0,0.638,0.567,142.8,24.11,898.0765,467.5,568.3,364.6,63.84,726.1,876,569.6,94.5,15,0,0
02/05/2020 13:45,13:45,23.3,23.47,23.16,77.84,0,1.248,1.133,157.6,22.52,898.2368,316.2,365.7,275.1,20.93,503,573.3,442.5,30.46,15,0,0
02/05/2020 13:30,13:30,23.16,23.44,22.9,78.47,0,1.142,0.996,146,22.96,898.4393,300.8,310.5,292.2,5.1,483.7,497.8,470.9,7.74,15,0,0
02/05/2020 13:15,13:15,23,23.12,22.8,79.68,0,0.978,0.899,155.6,19.35,898.6812,275.4,296.7,251,15.8,446.5,479.9,410.4,24.6,15,0,0
02/05/2020 13:00,13:00,23.18,23.34,23.02,79.9,0,1.149,1.087,144.7,18.85,898.998,258.7,300.1,226.1,24.93,418.3,483.7,361.2,40.42,15,0,0
02/05/2020 12:45,12:45,23.3,23.39,23.2,79.43,0,1.273,1.147,162.1,24.71,899.2778,304.7,331.4,262.3,18.36,481.2,520.3,421.7,25.41,15,0,0
02/05/2020 12:30,12:30,23.66,24.35,23.16,78.7,0,1.64,1.51,147.9,21.54,899.5225,324.7,559.9,189.7,83.8,497.5,843,292.8,126.8,15,0,0
02/05/2020 12:15,12:15,24.08,24.3,23.78,77.5,0,1.111,0.937,148.2,28.15,899.6472,472.9,698.6,307.9,117.8,716.6,1075,461.1,176.5,15,0,0
02/05/2020 12:00,12:00,23.83,24.26,23.61,75.16,0,0.749,0.528,135.3,25.51,899.6505,368.5,838,240.7,160.5,573.5,1289,381.5,240.9,15,0,0
02/05/2020 11:45,11:45,23.58,23.79,23.34,73.69,0,0.482,0.335,321,23.11,899.8485,325.8,702.4,240.8,119.1,503,1059,381.3,177.5,15,0,0
02/05/2020 11:30,11:30,23.29,23.53,23.09,74.95,0,0.218,0.203,325,11.23,900.0927,251.4,346.3,220.8,27.94,382.9,544.6,343.5,42.2,15,0,0
02/05/2020 11:15,11:15,23.51,23.61,23.21,73.5,0,0.445,0.367,344.7,13.55,900.3754,265,302,219.5,27.94,410.6,469.6,341.2,44.45,15,0,0
02/05/2020 11:00,11:00,23.77,23.96,23.58,73.16,0,0.526,0.455,327.5,24.07,900.6613,318.4,428.8,241.1,66.5,492.9,662.4,375,100.7,15,0,0
02/05/2020 10:45,10:45,23.59,23.95,23.33,72.86,0,0.292,0.252,340.9,22.61,900.8692,489.7,590.8,396.6,44.11,750.6,906,610.1,67.86,15,0,0
02/05/2020 10:30,10:30,22.97,23.39,22.51,76,0,0.342,0.278,323.6,26.08,900.9566,602.8,690.4,497.6,42.36,917,1044,756.3,63.69,15,0,0
02/05/2020 10:15,10:15,22.21,22.51,22.07,80.2,0,0.788,0.705,311.8,23.55,901.16,443.3,557.5,363.7,62.07,674.2,845,555.3,93,15,0,0
02/05/2020 10:00,10:00,22.19,22.39,22.05,79.4,0,0.991,0.94,327.6,16.13,901.405,352.4,412.8,324,23.3,537.3,626.8,494,34.62,15,0,0
02/05/2020 09:45,9:45,22.22,22.42,22.02,81,0,0.754,0.643,344.4,19.5,901.573,435.1,638.2,333.9,93.3,655,952,508.7,134.8,15,0,0
02/05/2020 09:30,9:30,21.69,22.05,21.55,81.9,0,1.069,0.968,354.4,23.34,901.5361,419.8,596.6,278.3,119.5,640.6,892,434.7,171,15,0,0
02/05/2020 09:15,9:15,21.82,22.16,21.47,80.2,0,1.289,1.139,352.5,24.53,901.7461,298,510.5,249.2,43.16,465.3,737.4,396.2,58.17,15,0,0
02/05/2020 09:00,9:00,22.09,22.53,21.44,82.6,0,1.163,1.002,342.7,26.53,901.7594,618.9,749,397,84.5,984,1198,612.3,160.3,15,0,0
02/05/2020 08:45,8:45,20.93,21.46,20.48,88.1,0,1.606,1.521,326.5,18.72,901.5679,501.6,738.8,314.2,107.2,749.8,1095,456.8,157.6,15,0,0
02/05/2020 08:30,8:30,20.29,20.52,20.15,89.9,0,1.536,1.476,324.5,16.01,901.4934,272,344.2,194.8,41.56,415.6,519.8,305.1,59.6,3.8,10,1.2
02/05/2020 08:15,8:15,20.13,20.22,20,91.6,0,1.364,1.294,322,18.37,901.337,229.4,264.6,207.9,16.62,351.3,398.4,322.4,22.06,0,15,0
02/05/2020 08:00,8:00,19.84,20.08,19.61,93.7,0,1.526,1.481,320.4,13.61,901.2549,225.6,260.9,205.8,12.8,340.3,393.9,302.5,20.02,0,15,0
02/05/2020 07:45,7:45,19.49,19.65,19.38,94.7,0,1.475,1.429,322.4,14.36,901.0621,174.3,221,146.7,24.79,262.6,330.5,222.7,36.23,0,15,0
02/05/2020 07:30,7:30,19.28,19.41,19.16,95.2,0,1.3,1.277,316.9,10.09,900.8622,126.7,148.8,107.9,13.66,192.9,223.6,165.8,19.31,0,15,0
02/05/2020 07:15,7:15,19.13,19.21,19.04,95.6,0,0.84,0.81,318.2,13.99,900.7853,95.2,107.9,86,5.7,147.3,165.6,134.2,8.29,0,15,0
02/05/2020 07:00,7:00,18.91,19.06,18.81,95.8,0,1.124,1.062,319.2,18.54,900.5868,80.7,91.5,59.14,9.4,124.4,141.8,90.8,14.6,0,15,0
02/05/2020 06:45,6:45,18.73,18.83,18.64,95.9,0,1.267,1.217,322.1,15.77,900.3873,59.15,69.68,48.94,6.1,88.3,100.9,74.22,7.6,0,15,0
02/05/2020 06:30,6:30,18.62,18.66,18.57,95.8,0,1.108,1.079,326.3,12.65,900.2318,30.6,58.34,14.6,12.75,47.13,86.3,24.17,18.3,0,15,0
02/05/2020 06:15,6:15,18.57,18.61,18.52,95.7,0,1.087,1.063,323.3,11.99,899.913,9.72,15.35,3.26,3.41,16.33,24.34,6.964,5.208,0,15,0
02/05/2020 06:00,6:00,18.45,18.57,18.39,95.5,0,1.161,1.134,299.9,10.31,899.7522,0.94,3.17,0,0.92,3.135,6.998,0.804,1.594,0,15,0
02/05/2020 05:45,5:45,18.39,18.47,18.29,95.3,0,0.832,0.818,307.6,8.63,899.7534,0,0.09,0,0.01,0.223,0.904,0,0.217,0,15,0
02/05/2020 05:30,5:30,18.29,18.34,18.22,95.1,0,0.686,0.661,326.4,12.83,899.5562,0,0,0,0,0.047,0.201,0,0.048,0,15,0
02/05/2020 05:15,5:15,18.26,18.32,18.21,94.6,0,0.95,0.927,329.7,9.26,899.3128,0,0,0,0,0.04,0.201,0,0.044,0,15,0
02/05/2020 05:00,5:00,18.26,18.32,18.12,94.1,0,0.734,0.727,327.8,7.62,899.23,0,0,0,0,0.038,0.234,0,0.045,0,15,0
02/05/2020 04:45,4:45,18.19,18.24,18.1,93.6,0,0.84,0.837,339,4.22,899.0668,0,0,0,0,0.036,0.167,0,0.044,0,15,0
02/05/2020 04:30,4:30,18.21,18.26,18.16,93.1,0,0.961,0.945,326,4.99,899.1501,0,0,0,0,0.042,0.201,0,0.045,0,15,0
02/05/2020 04:15,4:15,18.37,18.49,18.22,92.2,0,0.392,0.39,298.7,4.68,899.1871,0,0,0,0,0.041,0.234,0,0.049,0,15,0
02/05/2020 04:00,4:00,18.45,18.57,18.37,91.8,0,0.892,0.869,320,8.89,899.182,0,0,0,0,0.039,0.201,0,0.045,0,15,0
02/05/2020 03:45,3:45,18.48,18.56,18.41,92.2,0,0.892,0.883,297.2,7.58,899.0588,0,0,0,0,0.04,0.234,0,0.045,0,15,0
02/05/2020 03:30,3:30,18.42,18.49,18.37,93.8,0,0.096,0.095,273.5,4.85,899.0153,0,0,0,0,0,0,0,0,0,15,0
02/05/2020 03:15,3:15,18.53,18.61,18.46,94.5,0,0.096,0.091,245.6,7.49,898.9771,0,0,0,0,0,0,0,0,0,15,0
02/05/2020 03:00,3:00,18.69,18.79,18.57,94.6,0,0.682,0.667,245.6,9.51,898.973,0,0,0,0,0.039,0.234,0,0.048,0,15,0
02/05/2020 02:45,2:45,18.57,18.61,18.52,95.6,0,0.476,0.43,277.2,12.81,898.8907,0,0,0,0,0.044,0.201,0,0.046,0,15,0
02/05/2020 02:30,2:30,18.5,18.61,18.42,96,0,0.675,0.657,297.7,11.72,898.9723,0,0,0,0,0,0,0,0,0,15,0
02/05/2020 02:15,2:15,18.59,18.72,18.45,96.1,0,0.439,0.429,297,8.94,899.1687,0,0,0,0,0,0,0,0,0,15,0
02/05/2020 02:00,2:00,18.79,18.87,18.66,96.2,0,0.377,0.305,300.6,18.24,899.2497,0,0,0,0,0.037,0.167,0,0.043,0,15,0
02/05/2020 01:45,1:45,18.89,18.99,18.82,96.1,0,1.007,0.94,332.4,13.1,899.2891,0,0,0,0,0.042,0.201,0,0.047,0,15,0
02/05/2020 01:30,1:30,19.07,19.13,18.97,96.1,0,1.209,1.168,311.4,14,899.4086,0,0,0,0,0,0.033,0,0.002,0,15,0
02/05/2020 01:15,1:15,19.1,19.14,19.06,96.1,0,0.698,0.677,304.9,12.66,899.5719,0,0,0,0,0,0,0,0,0,15,0
02/05/2020 01:00,1:00,19.06,19.11,18.99,96.1,0,0.931,0.89,305.7,14.93,899.7749,0,0,0,0,0.04,0.201,0,0.043,0,15,0
02/05/2020 00:45,0:45,19.02,19.09,18.92,96.1,0,1.108,1.078,312.4,12.57,899.9752,0,0.05,0,0.01,0.041,0.167,0,0.044,0,15,0
02/05/2020 00:30,0:30,18.92,18.97,18.86,96,0,0.54,0.512,320.9,14.28,900.137,0,0,0,0,0,0.134,0,0.008,0,15,0
02/05/2020 00:15,0:15,18.99,19.06,18.93,96.1,0,1.529,1.485,318.2,12.4,900.3411,0,0,0,0,0,0,0,0,0,15,0
02/05/2020 00:00,0:00,19.02,19.06,18.96,96.1,0,1.403,1.369,311.6,12.7,900.4211,0,0,0,0,0.043,0.234,0,0.048,0,15,0
02/04/2020 23:45,23:45,18.99,19.04,18.91,96.1,0,1.048,1.014,310.8,14.24,900.4998,0,0,0,0,0.043,0.234,0,0.047,0,15,0
02/04/2020 23:30,23:30,18.96,19.03,18.89,96.1,0,1.146,1.138,313.1,5.57,900.4986,0,0,0,0,0.036,0.201,0,0.044,0,15,0
02/04/2020 23:15,23:15,18.91,19.04,18.81,96,0,0.52,0.515,291.5,6.32,900.4978,0,0,0,0,0.039,0.201,0,0.045,0,15,0
02/04/2020 23:00,23:00,19.02,19.08,18.96,96,0,0.897,0.851,330.1,14.73,900.5786,0,0,0,0,0.038,0.201,0,0.045,0,15,0
02/04/2020 22:45,22:45,19.03,19.09,18.97,95.9,0,0.958,0.918,331.3,10.85,900.6969,0,0,0,0,0.044,0.167,0,0.043,0,15,0
02/04/2020 22:30,22:30,19.09,19.18,19.04,95.8,0,1.059,1.036,319.4,11.86,900.693,0,0,0,0,0.046,0.234,0,0.048,0,15,0
02/04/2020 22:15,22:15,19.27,19.34,19.16,95.8,0,0.652,0.581,321.9,25.94,900.7332,0,0,0,0,0.042,0.201,0,0.046,0,15,0
02/04/2020 22:00,22:00,19.35,19.39,19.31,95.7,0,0.475,0.453,310.1,13.58,900.9373,0,0,0,0,0.038,0.201,0,0.043,0,15,0
02/04/2020 21:45,21:45,19.35,19.39,19.28,95.6,0,0.57,0.533,324.8,15.5,900.8975,0,0,0,0,0.041,0.201,0,0.045,0,15,0
02/04/2020 21:30,21:30,19.22,19.31,19.16,95.3,0,0.859,0.832,339.5,14.34,900.7782,0,0,0,0,0.045,0.234,0,0.047,0,15,0
02/04/2020 21:15,21:15,19.24,19.36,19.17,94.8,0,0.754,0.723,336.8,12.91,900.7324,0,0,0,0,0.043,0.201,0,0.048,0,15,0
02/04/2020 21:00,21:00,19.41,19.54,19.31,94.5,0,0.375,0.361,325,8.32,900.7693,0,0,0,0,0.04,0.201,0,0.045,0,15,0
02/04/2020 20:45,20:45,19.5,19.56,19.44,94.7,0,0.077,0.058,190.5,5.39,900.7666,0,0,0,0,0.04,0.201,0,0.047,0,15,0
02/04/2020 20:30,20:30,19.63,19.73,19.54,94.4,0,0.371,0.354,145.5,8.43,900.6823,0,0,0,0,0.042,0.234,0,0.047,0,15,0
02/04/2020 20:15,20:15,19.64,19.71,19.59,94.8,0,0.517,0.495,167.8,6.84,900.6445,0,0,0,0,0.041,0.234,0,0.046,0,15,0
02/04/2020 20:00,20:00,19.8,19.98,19.64,95,0,0.202,0.091,241.7,7.65,900.5996,0,0,0,0,0.042,0.201,0,0.048,0,15,0
02/04/2020 19:45,19:45,20.05,20.13,19.95,95.1,0,0.504,0.419,144.8,21.45,900.5594,0,0,0,0,0.042,0.167,0,0.046,0,15,0
02/04/2020 19:30,19:30,20.07,20.13,19.99,94.9,0,1.124,0.984,165.8,26.48,900.3119,0,0,0,0,0.044,0.201,0,0.045,0,15,0
02/04/2020 19:15,19:15,20.12,20.23,20.04,94.8,0,0.926,0.815,171.4,18.65,900.2295,0,0,0,0,0.045,0.201,0,0.049,0,15,0
02/04/2020 19:00,19:00,20.3,20.4,20.21,94.7,0,0.842,0.765,179.3,21.69,900.0664,0,0,0,0,0.041,0.201,0,0.046,0,15,0
02/04/2020 18:45,18:45,20.39,20.45,20.31,94.5,0,0.395,0.363,168.6,10.97,899.8215,0,0,0,0,0.046,0.234,0,0.047,0,15,0
02/04/2020 18:30,18:30,20.36,20.48,20.28,93.8,0,0.465,0.425,172,11.3,899.3765,0,0,0,0,0.036,0.167,0,0.041,0,15,0
02/04/2020 18:15,18:15,20.55,20.66,20.45,93.3,0,0.665,0.638,172,13.83,899.1327,0,0,0,0,0.051,0.201,0,0.05,0,9.05,5.95
02/04/2020 18:00,18:00,20.76,20.9,20.65,92.3,0,0.652,0.601,161.1,17.79,899.0036,0,0,0,0,0.624,2.076,0,0.578,15,0,0
02/04/2020 17:45,17:45,21.04,21.18,20.86,90.2,0,0.916,0.825,158.9,14.86,898.672,1.3,5.57,0,1.82,6.542,13.53,1.909,3.418,15,0,0
02/04/2020 17:30,17:30,21.28,21.43,21.13,89.2,0,1.038,0.964,194,18.97,898.4226,9.36,13.74,5.57,2.52,21.48,29.17,13.53,4.739,15,0,0
02/04/2020 17:15,17:15,21.56,21.7,21.38,87.3,0,0.996,0.892,184.4,23.81,898.2924,16.72,19.51,13.46,2.29,35.94,42.26,28.9,4.715,15,0,0
02/04/2020 17:00,17:00,21.88,22.12,21.66,85.3,0,1.025,0.943,199.3,22.85,898.3273,22.67,30.46,19.03,2.91,50.2,62.72,42.26,5.502,15,0,0
02/04/2020 16:45,16:45,22.46,22.89,22.08,83.3,0,1.152,1.051,186.6,18.44,898.3599,34.05,49.4,28.15,5.72,70.59,90.1,62.62,7.683,15,0,0
02/04/2020 16:30,16:30,23.47,24.16,22.87,77.8,0,1.12,0.997,173.1,22.11,898.7141,44.94,53.18,38.44,4.75,86.7,97.1,54.35,8.86,15,0,0
02/04/2020 16:15,16:15,24.01,24.18,23.79,75.91,0,0.925,0.806,183.5,29.36,898.7119,124.7,184.9,53.42,45.74,173.3,269.5,94.5,54.87,15,0,0
02/04/2020 16:00,16:00,23.36,23.82,23.15,79.33,0,1.14,0.986,185.7,23.14,898.6649,150.1,181.3,117,21.37,258.3,396.7,192.7,54.54,15,0,0
02/04/2020 15:45,15:45,24.03,24.73,23.27,76.78,0,1.345,1.181,155.5,23,898.746,134.2,242.4,91,45.81,215.9,393.2,143.9,72.57,15,0,0
02/04/2020 15:30,15:30,24.67,25.01,24.16,74.58,0,1.012,0.915,147.7,24.67,898.7401,331.1,570.7,187.4,126,503.8,832,304.6,175.3,15,0,0
02/04/2020 15:15,15:15,24.02,24.19,23.89,77.39,0,0.806,0.705,188.9,28.64,898.6134,273.3,421.6,232.1,46.28,427.4,635.3,367.3,65.84,15,0,0
02/04/2020 15:00,15:00,24.14,24.39,23.97,76.28,0,1.369,1.196,175.2,26.09,898.65,299.3,340,248.6,29.19,464.7,519.9,392.3,40.49,15,0,0
02/04/2020 14:45,14:45,24.71,25.18,23.97,73.29,0,1.271,1.14,161.5,22.26,898.7266,206.6,317.8,131.1,57.87,329.5,506.4,211.3,86.3,15,0,0
02/04/2020 14:30,14:30,24.61,25.01,24.34,74.55,0,0.591,0.465,172.1,27.4,898.7231,336.6,390.1,224.1,40.9,524.6,603.2,360.4,58.74,15,0,0
02/04/2020 14:15,14:15,24.84,25.5,24.34,73.67,0,1.202,1.05,166.7,26.08,898.9532,288.4,491,197.9,86.2,460.6,761.1,326.7,129.5,15,0,0
02/04/2020 14:00,14:00,25.58,25.76,25.48,70.76,0,0.682,0.576,145.9,31.15,899.1498,348.5,589.5,218.2,81.7,546.5,904,353.7,122.8,15,0,0
02/04/2020 13:45,13:45,26.19,26.9,25.63,67.53,0,0.879,0.77,171.1,26.62,899.3877,345.9,781.6,201.4,146.9,541.8,1210,313.9,228.8,15,0,0
02/04/2020 13:30,13:30,26.57,27.17,25.91,67.51,0,1.312,1.153,154.2,26.05,899.5514,821,944,499,96.5,1254,1441,636.9,153.8,15,0,0
02/04/2020 13:15,13:15,26.83,27.17,26.07,65.89,0,1.036,0.886,164.9,27.52,899.8323,704.9,892,462,102.3,1081,1351,693.5,149.6,15,0,0
02/04/2020 13:00,13:00,26.97,27.11,26.62,65.13,0,1.253,1.175,141.1,20.45,899.9609,801,955,356.7,159.7,1229,1463,547.8,250.9,15,0,0
02/04/2020 12:45,12:45,25.57,26.6,24.47,70.12,0,0.947,0.748,139.7,33.13,900.1242,891,945,255.7,87.6,1369,1450,423.2,123,15,0,0
02/04/2020 12:30,12:30,24.82,25.48,24.59,72.62,0,1.283,1.098,154.6,20.91,900.277,270.9,342.1,203.9,40.76,419.9,541.5,315.3,65.1,15,0,0
02/04/2020 12:15,12:15,26.09,26.4,25.49,68.97,0,0.994,0.768,152.9,36.21,900.5965,609.4,1272,289.6,345.7,944,2012,446.5,537.7,15,0,0
02/04/2020 12:00,12:00,26.42,26.74,26.1,65.89,0,0.789,0.583,141.9,41.29,900.7638,605.5,1188,202.5,348.1,935,1818,322.9,530.2,15,0,0
02/04/2020 11:45,11:45,26.04,26.54,25.78,62.12,0,1.099,0.914,356.3,30.99,900.9664,1005,1238,251,167.9,1543,1913,395.1,269.8,15,0,0
02/04/2020 11:30,11:30,25.49,25.9,24.99,62.42,0,1.067,0.829,15.9,28.62,901.098,931,1050,410.6,122.2,1437,1617,577.4,199.6,15,0,0
02/04/2020 11:15,11:15,25.27,25.67,24.93,64.59,0,0.854,0.758,323.1,23.78,901.382,922,1013,257.5,148.1,1421,1568,414.1,231.8,15,0,0
02/04/2020 11:00,11:00,24.83,25.23,24.49,66.48,0,1.145,1.01,319.3,24.92,901.5065,896,1047,450.8,123.9,1378,1620,678.8,193.1,15,0,0
02/04/2020 10:45,10:45,24.75,25.03,24.54,67.83,0,1.487,1.314,327.5,26.23,901.6697,807,923,326.1,89,1230,1404,410.1,150.5,15,0,0
02/04/2020 10:30,10:30,24.91,25.28,24.64,66.95,0,1.413,1.259,338.4,25.44,901.8326,862,907,689.6,39.21,1311,1399,888,67.04,15,0,0
02/04/2020 10:15,10:15,25.25,25.49,25.05,63.81,0,1.004,0.896,314.1,24.45,902.0065,854,911,790.3,30,1289,1375,1191,44.41,15,0,0
02/04/2020 10:00,10:00,24.74,25.08,24.4,64.4,0,1.108,0.902,316.9,27.27,902.1777,841,865,803,18.08,1261,1302,1200,28.46,15,0,0
02/04/2020 09:45,9:45,24.17,24.48,23.85,66.97,0,1.29,1.191,306.5,21.32,902.2695,792.2,806,777.6,7.28,1181,1207,1157,12.42,15,0,0
02/04/2020 09:30,9:30,24.12,24.4,23.91,69.28,0,0.925,0.805,322.7,26.14,902.3216,751.4,780.9,687.5,26.47,1115,1160,1017,39.95,15,0,0
02/04/2020 09:15,9:15,23.57,23.92,23.11,68.66,0,0.58,0.316,329.8,28.87,902.5006,676.5,708.9,624.3,24.22,995,1044,915,37.63,15,0,0
02/04/2020 09:00,9:00,23.08,23.45,22.9,71.35,0,0.584,0.345,0.25,29.03,902.4764,560.1,630.4,461.3,47.95,873,925,817,34.34,15,0,0
02/04/2020 08:45,8:45,22.35,23.05,21.66,75.91,0,0.183,0.17,289,11.48,902.4498,565.9,637,472.8,52.74,817,927,682.9,77.34,15,0,0
02/04/2020 08:30,8:30,21.45,21.66,21.31,81.3,0,0.908,0.855,326.3,17.14,902.2623,432.7,495.3,374.9,27.35,626.5,707.9,548.6,35.79,15,0,0
02/04/2020 08:15,8:15,21.12,21.44,20.9,82.8,0,0.696,0.648,358,18.29,902.1116,416.9,483.3,389.8,20.07,606.2,694.8,568.1,26.58,15,0,0
02/04/2020 08:00,8:00,20.68,21.06,20.42,85,0,0.865,0.75,348,24.22,901.9916,433.6,467.7,400.2,18.99,611.5,664.3,556.8,30.5,15,0,0
02/04/2020 07:45,7:45,19.74,20.44,19.13,89.7,0,0.847,0.786,352.3,15.74,901.6342,372,408.3,337.4,20.55,537.1,579.2,494.7,24.32,15,0,0
